iter	Passed	Remaining
192	1251	2640
193	1258	2633
194	1264	2626
195	1270	2619
196	1276	2611
197	1282	2604
198	1288	2597
199	1295	2591
200	1302	2585
201	1310	2581
202	1316	2574
203	1322	2566
204	1328	2559
205	1334	2552
206	1341	2546
207	1347	2539
208	1353	2531
209	1359	2525
210	1366	2518
211	1372	2512
212	1378	2504
213	1384	2497
214	1391	2490
215	1397	2484
216	1403	2477
217	1409	2470
218	1415	2463
219	1422	2456
220	1428	2449
221	1434	2443
222	1441	2436
223	1447	2429
224	1453	2422
225	1459	2415
226	1465	2408
227	1471	2401
228	1478	2394
229	1484	2387
230	1490	2381
231	1497	2374
232	1503	2367
233	1509	2361
234	1515	2354
235	1521	2347
236	1528	2340
237	1534	2333
238	1540	2326
239	1546	2319
240	1552	2312
241	1558	2306
242	1567	2302
243	1574	2297
244	1580	2290
245	1586	2283
246	1593	2277
247	1600	2271
248	1607	2265
249	1613	2259
250	1620	2252
251	1627	2247
252	1634	2241
253	1641	2236
254	1647	2229
255	1656	2225
256	1662	2218
257	1671	2215
258	1677	2208
259	1684	2202
260	1693	2199
261	1700	2193
262	1706	2187
263	1714	2182
264	1721	2176
265	1728	2170
266	1736	2165
267	1742	2159
268	1750	2153
269	1756	2147
270	1763	2141
271	1769	2134
272	1776	2128
273	1784	2123
274	1791	2117
275	1798	2111
276	1805	2105
277	1812	2099
278	1820	2094
279	1826	2087
280	1833	2081
281	1840	2075
282	1846	2068
283	1855	2064
284	1875	2073
285	1889	2074
286	1908	2081
287	1926	2086
288	1944	2092
289	1956	2091
290	1966	2087
291	1974	2082
292	1985	2080
293	1996	2077
294	2002	2070
295	2008	2063
296	2015	2055
297	2022	2049
298	2028	2042
299	2034	2034
300	2041	2027
301	2047	2020
302	2053	2012
303	2059	2005
304	2066	1998
305	2072	1991
306	2079	1984
307	2085	1977
308	2093	1971
309	2101	1965
310	2107	1958
311	2114	1952
312	2122	1946
313	2128	1938
314	2134	1931
315	2141	1924
316	2147	1917
317	2154	1910
318	2160	1903
319	2167	1896
320	2173	1889
321	2180	1882
322	2186	1875
323	2193	1868
324	2200	1861
325	2206	1854
326	2213	1847
327	2219	1840
328	2227	1834
329	2233	1827
330	2240	1821
331	2247	1814
332	2254	1807
333	2261	1801
334	2267	1793
335	2274	1787
336	2281	1780
337	2288	1773
338	2294	1766
339	2300	1758
340	2306	1751
341	2313	1744
342	2319	1737
343	2326	1731
344	2333	1724
345	2340	1717
346	2346	1710
347	2354	1705
348	2361	1698
349	2368	1691
350	2374	1684
351	2381	1677
352	2387	1670
353	2393	1663
354	2400	1656
355	2406	1649
356	2413	1642
357	2430	1642
358	2436	1635
359	2442	1628
360	2449	1621
361	2456	1614
362	2462	1607
363	2469	1601
364	2475	1594
365	2484	1588
366	2492	1582
367	2498	1575
368	2505	1568
369	2511	1561
370	2518	1554
371	2524	1547
372	2530	1540
373	2537	1533
374	2543	1526
375	2550	1519
376	2557	1512
377	2563	1505
378	2570	1498
379	2576	1491
380	2582	1484
381	2588	1477
382	2594	1470
383	2601	1463
384	2607	1456
385	2614	1449
386	2620	1442
387	2627	1435
388	2633	1428
389	2639	1421
390	2645	1414
391	2651	1407
392	2657	1399
393	2664	1393
394	2670	1386
395	2677	1379
396	2683	1372
397	2689	1365
398	2696	1358
399	2702	1351
400	2709	1344
401	2715	1337
402	2722	1330
403	2730	1324
404	2736	1317
405	2744	1311
406	2751	1304
407	2756	1297
408	2764	1290
409	2770	1283
410	2778	1277
411	2784	1270
412	2790	1263
413	2797	1256
414	2803	1249
415	2811	1243
416	2820	1237
417	2827	1231
418	2833	1224
419	2840	1217
420	2846	1210
421	2853	1203
422	2859	1196
423	2866	1189
424	2872	1182
425	2878	1175
426	2884	1168
427	2890	1161
428	2896	1154
429	2904	1148
430	2910	1141
431	2916	1134
432	2923	1127
433	2929	1120
434	2935	1113
435	2941	1106
436	2948	1099
437	2954	1092
438	2960	1085
439	2967	1079
440	2973	1072
441	2980	1065
442	2986	1058
443	2993	1051
444	3000	1045
445	3006	1038
446	3013	1031
447	3019	1024
448	3025	1017
449	3033	1011
450	3039	1004
451	3045	997
452	3052	990
453	3058	983
454	3064	976
455	3071	969
456	3077	962
457	3083	956
458	3089	949
459	3096	942
460	3102	935
461	3108	928
462	3114	921
463	3121	915
464	3128	908
465	3134	901
466	3140	894
467	3146	887
468	3152	880
469	3158	873
470	3164	866
471	3170	859
472	3177	853
473	3184	846
474	3195	840
475	3207	835
476	3217	829
477	3227	823
478	3236	817
479	3247	811
480	3257	805
481	3263	798
482	3270	792
483	3276	785
484	3282	778
485	3288	771
486	3295	764
487	3301	757
488	3307	750
489	3314	743
490	3320	737
491	3327	730
492	3333	723
493	3339	716
494	3345	709
495	3351	702
496	3356	695
497	3362	688
498	3368	681
499	3375	675
500	3381	668
501	3387	661
502	3393	654
503	3399	647
504	3405	640
505	3411	633
506	3417	626
507	3423	619
508	3429	613
509	3435	606
510	3441	599
511	3448	592
512	3454	585
513	3460	578
514	3467	572
515	3473	565
516	3479	558
517	3486	551
518	3493	545
519	3500	538
520	3507	531
521	3514	525
522	3520	518
523	3527	511
524	3534	504
525	3540	498
526	3547	491
527	3554	484
528	3560	477
529	3566	471
530	3573	464
531	3579	457
532	3585	450
533	3591	443
534	3597	437
535	3603	430
536	3609	423
537	3616	416
538	3622	409
539	3628	403
540	3635	396
541	3641	389
542	3647	382
543	3653	376
544	3659	369
545	3666	362
546	3672	355
547	3678	349
548	3685	342
549	3691	335
550	3697	328
551	3703	322
552	3710	315
553	3717	308
554	3723	301
555	3729	295
556	3736	288
557	3742	281
558	3748	274
559	3755	268
560	3762	261
561	3769	254
562	3776	248
563	3782	241
564	3788	234
565	3794	227
566	3801	221
567	3807	214
568	3813	207
569	3820	201
570	3826	194
571	3833	187
572	3840	180
573	3846	174
574	3852	167
575	3858	160
576	3865	154
577	3872	147
578	3878	140
579	3885	133
580	3891	127
581	3898	120
582	3904	113
583	3910	107
584	3917	100
585	3923	93
586	3930	87
587	3936	80
588	3943	73
589	3949	66
590	3956	60
591	3962	53
592	3968	46
593	3974	40
594	3980	33
595	3987	26
596	3993	20
597	3999	13
598	4005	6
599	4014	0
